review,rate
"The ambience was amazing! Small space but aesthetically designed. Food was tasty, healthy and awesome representation. Loved it..",5
"I recently had the pleasure of dining here, and I must say it was an unforgettable experience. …",-1
Simple menu of well crafted vegan plates.  Food was flavorful. The wine list is hand picked and appropriate for the dishes. …,-1
"Umm. Sorry, no for dinner. Prices are too high, quantity are small. I know this is a plant based spot but Flavors could be better developed. (Sestina for eg does a better job) …",-1
"I wanted to love this place. It’s easily a 5/5 on ambiance, making it feel like a place to celebrate something special. The details — from the cat in the yard (Maitaki) to the stunning dishwater — make it feel canonically Venice. However, …",5
"Reservation experience: Made a reservation on Yelp, on the same day for Saturday evening, a few hours out. …",-1
"Went to a birthday celebration with a group of non vegans and was pleasantly surprised by the selection. Between the 6 of us, we ordered 7 items plus 2 desserts and shared them. My favorite was the kimchi dumplings and celeriac. I …",-1
This is by far my favorite restaurant!! I visited 3 years ago and fell in love. I knew I had to come back again. I even went to the one in NYC a couple of years back. The food is absolutely delicious. You completely forget it's vegan. Each …,-1
"Not bad but very small portions and expensive for a beyond meat sur lit de salade (with green salad) I paid $32.  So don't go if you're hungry. Team is nice restaurant is beautiful, cold we kept our coat to eat!!!",3
"First, we were greeted by a very sweet & beautiful hostess. She had fantastic style we well! Sara our server made this quite the most pleasant experience. Besides the quality of service she provided, she was knowledgeable about all the …",5
"We had dinner on the first night of their new fall menu. Do yourself a favor and just order the raclette…the most delicious cheesy goodness. We also ordered the Squash and cauliflower entrees, cheese board, and pear salad. A very delicious fall meal and lovely garden ambiance.",-1
This is the best Vegan thai restaurant in downtown LA !! Drum sticks( not spicy ones) is the best !! Curry with brown rice is Amazing too . I have to try all the dishes ! The owner Hnoi is a real Vegan. She loves my pig PORKCHOP.EBARA and  all Animals!! Thanks 🐷🐽 …,-1
"Doesn’t feel very Thai for a Thai but the food was very delicious. For someone who is not vegan to try this vegan food, it’s great!! And I am comfortable replacing my everyday meal to be this ones. Chicken is amazing! …",-1
"That’s my wonton soup yuh, that’s my wonton soup yuh. It was hella good, yuh, it was hella good, yuh. Bruh never in all my life has my palate been blessed with such majesty. Never have I feasted upon such gastronomic delights. These tasty vegan morsels are beyond compare. Thank you based god 🙏🏼 …",-1
"This place met all my expectations for a vegan joint. Food was delicious, with many gluten free options too. Loved the grilled chicken dinner with a side of their Thai peanut sauce. Veggies were vibrant and flavorful. All their sauces are …",-1
Yummylicious food. One of the best vegan places in Los Angeles. Good for both vegans and non vegans. The menu is huge and everything we tried was delicious. Very reasonably priced.,-1
"YESS SIRR! Absolutely delicious and a perfect lunch date with my bestie!

We were running some errands together and since my breakfast came from 7-11 I …",-1
"The food was AMAZING! The chef came out and made recommendations since my family and I have never been, which I thought was really nice. The whole staff was very helpful and great. It gets PRETTY packed in here since it is pretty quaint but …",5
"Great vegan food in a friendly, welcoming atmosphere",4
The best vegan place in downtown LA! Not only the food but the people are amazing! The service and just when you think it can't get better you walk in one day and come to find out they really pay attention to there customers!💗 The owner is …,-1
Always a smash hit if you are vegan or plant based. I’ve been coming here for 2 years now the staff never disappoint.,-1
"First off I love this place I come here with my wife but after today we won't be coming back for a while,  I love there soups but after this meal it shocked me that they are serving a smaller portion but using illusion to make it look bigger and charging more for less the pictures speaks for it self",-1
"Always perfect! Food and service are consistently amazing. Top, the waiter is super friendly and welcoming everytime. It's great knowing I can always count on a great meal with a smile at Green Leaves. Thank you Top and management 🙏. Highly recommended this place for vegans and beyond. …",-1
Wonderful Vegan Spot in Los Feliz area of LA. We were in the area and took a chance as we were looking for a healthy vegan meal.  Cute vibes and great listening music. They have lots of choices so it was hard to decide what to order. …,4
"I've eaten there about 3 times and each time I've gotten their OG pancakes so it's difficult to assess the entire menu. However, those pancakes are good, so much so I had to bring my 3-year-old son there to inhale that deliciousness. What's …",-1
"I just had delicious food at Green Leaves, it is Christmas Eves, Jazz is playing in the background. The service is impeccable, not too overbearing at all but just right. Relaxed ambiance, peaceful, polite and pleasant staff. A new …",5
"We really loved our dinner ordered as a delivery. We had pineapple fried rice, pad Thai, and chicken nuggets. Everything was really good. Can't wait to try more of the menu, because all the other food also sounds delicious.",-1
This is a surprising one.  I don’t typically eat vegan but I was feeling the need to eat particularly healthy so I thought I’d try this spot out.  I have to say it exceeded my expectations. …,-1
"I went here for a Saturday morning meal, to get out of the house and get some sunshine. I got country noodles and my partner got lentil soup because his stomach wasn't feeling great. We were bothe xtremely satisfied with price and service. The food felt like someone in my family had cooked a hearty meal",4
"Nice and pleasant place. Kind staff. The pancakes with ""chicken"" were very tasty. :)",4
"1st  Time trying Green Leaves,  I'm so happy that I got the vegetable Dinner Stir Fry with steamed chicken not tofu and on the side I wanted to try the fried soy chicken. Which was everything I'd hope for!!! Overall, it was delicious I cannot wait to go back!!!",-1
"Three orders placed on their app arrived with the container or bag being partially open or no tape securing the items. Today the order didn't arrive at all.  I keep receiving emails about their high customer service standards....clearly there are none.  I'm done, you have your credits back!",0
"Love SG, but this location sucks. See other reviews / 100% agree to not order after 7:30/8pm. My tofu is like rocks. …",1
I was in Hollywood and wanted to eat something friendly to the diet I've been eating lately. Sweet Green is a place I've enjoyed before so I stopped here. I had a Hot Chicken Plate. It was tasty and healthy.,-1
I eat here all the time and love sweet greens but do not order after 8pm - the blackened chicken in my salad is literally so hard it does not even feel like food. Super disappointing as I ordered at 8:20 so the restaurant was still open for …,0
"Love sweet green! Today Lauren put together my order it was so delicious. she was super kind and had great customer service skills. there was a million things going on and she was very cool, calm, and collected. I will def. return. (also shout out to her mgr. Damaris)",-1
"Great salads and bowls, nice space to sit in, most of the ingredients are locally sourced from small producers. It's fresh and healthy with plenty of vegetarian and vegan options. If you end up building your own, beware that it will …",-1
"Modern, comfortable vibe, super fresh ingredients, killer dressings and very pleasant personnel.  Add indoor and outdoor seating with views of the foot and high end car traffic on Sunset and you have a place worth your time. …",5
"Staff here is super friendly and awesome, they make you feel right at home. There are tons of topping options and the salads are made with love. Always fresh food, and it usually lasts me two meals. One of my favorite lunch spots!",-1
First time eating here and it lived up to all the hype! Absolutely incredible. Love that everything is local and organic too. It was also really awesome to see that they had composting but disappointing to see that there was no recycling. …,-1
I had the harvest bowl with grilled mushrooms and it was stunning! Never know salad can be this satisfying!,-1
Appreciate healthy options. Sweat potatoes somewhat small portion for $4.50. Great dip it comes with. Arugula salad was good. Dressings good. Chicken color unique. I like the crunch. Lunch vibe. I’m not overly excited about it. I’d recommend for the vegan/vegetarian/healthy eating option lunch. Saw a few salad options I’d pick.,-1
I love Sweetgreen’s Harvest salad so much it helps keep me alive!! I have to switch spinach for kale and it’s the best!  They are doing a great job at the salads.  It’s such a good option for people with food allergies like me.  I love that …,-1
We couldn’t wait for it to open up !  The food is delicious and healthy.  They have top notch food that you can order really easily.  The staff is friendly and help you through your order - which is really helpful and easy . …,-1
I have ordered from this location twice and both times have not been great. I was hoping the first time was a fluke but I am realizing this is consistent for this location. I order ahead each time so that they have enough time to finish my …,1
Don’t come here unless you want terrible service and no change. The black lady working and the woman making salads today around 11:20am no considerate didnt acknowledge any customers and was even giving the lady in front of me a hard time …,-1
I ordered a Buffalo Chicken Salad and got neither hot sauce nor chicken. I just involuntarily ate the healthiest salad of my life. I did not ask for this. My buddy did not get his focaccia bread or hummus - which we paid extra for. I don’t …,-1
"On two separate occasions, this location has completely forgotten to put the meat in my salad. It’s pretty hard to forget the main ingredient in a dish, so I can only assume that they don’t do any sort of double checking which is annoying. …",-1
"Less food,  more sweet potatoes.
This seems to be healthy food restaurant, is located off 8th street,  in a very historical area.   The parking is certainly not cheap and hard to find,  so you …",-1
"The service and staff was great.
They have been trained well.
The food is good. They tend to run out of stuff an hour or so before closing. …",-1
"Green Goddess Bowl 😍 w/ blackened chicken

So fresh and delicious. Fairly priced and decent sizing.
The customer service was amazing as well, friendly and greeted with smiles. …",-1
"Ordered on Uber a hot honey chicken plate and the chicken smells and IS RAW. Insides are red
So sad because I order from SG a lot but For sure not ordering from this location again. :(",0
"I’ve never been disappointed here, affable staff, regular variety of new items. What else do you need when getting your roughage on city slickers. Eat and commiserate on the outdoor seating watching all kind of people and cars on LaBrea. …",-1
"Nice and clean space, fast service.
Not very polite staff.
Salads are good, nothing crazy. You get a decent healthy and quick meal.",4
Another cool sg spot in La Brea. Their menus are a bit different to stores in NY. …,-1
Feels like I’m over paying $16 for a bowl of salad. I asked for the chicken and Brussels sprouts. Let me know when you spot the chicken. Sweetgreen makes me like salad but they really skimp on portions.,-1
Friendly staff. I love ordering with the app. It's very easy and fast. The new chipotle pepper bowl is delicious. I like the spicy salsa.,-1
Great quality food as always from sweetgreen but parking at this location is less than ideal. Service has always been friendly and helpful here as well. I recommend going with the Chicken Pesto Parm bowl. I substitute kale instead of spinach and also do blackened chicken instead of normal chicken (more flavor). Enjoy!,2
"OMG!! Sweetgreens is my life. I don’t live close enough to go often, but every time I’m in the area and I mean “EVERY TIME” I will stop and grab me a “Shroomami” salad 🔥🔥🔥 …",-1
"Pricey, but for a good reason. Most of the ingredients used to make orders are sourced locally. They even have a list of farmers and other growers they work with. Very good and very recommended.",-1
"Ordered delivery of a salad for which the main ingredient was arugula. Salad arrived with no arugula or any greens whatsoever - only toppings. I was not notified of the missing ingredient or given a chance to cancel my order or swap the ingredient, and I was rejected after requesting a refund.",-1
"The food is inconsistent, hit or miss, and overpriced for the portion sizes you get. Placed two orders of steak salad and fish sandwich. The steak itself tasted great but the vegetables sides were paltry and not fresh. The fish sandwich was just horribly dry and tasteless. I’d not try it again.",-1
"The food is very tasty and lots of different vegetables are provided. Highly recommend that if you are looking for something on the healthier side (not processed), that punch a great taste! …",-1
"Ordered lunch with my office. I wanted the falafel sandwich and was told they don't have that. So I went with the chicken sandwich. Wasn't terrible but won't order again.  The bun was burnt, barely and slaw and the chicken was soggy! Also …",-1
"I ordered delivery. Plate looked nice when I got it but absolutely flavorless. Steak was burnt and had no seasoning, vegetables were hard and bread was completely burnt on one side. The most delicious part was the arugula salad I added feta …",-1
The food was delicious and exactly what I needed after running a marathon. The staff were nice and attentive. They got rid of empty plates almost as soon as I emptied them. And my free refill was immediately filled before I even ask3d for …,-1
Very expensive and they give you the tiniest portions. Bought a quart of soup from them and they didn't fill the quart container up and hardly any chicken in the soup. Salmon fillet looked especially sad and tiny. Mashed potatoes aren't …,-1
I go regularly for dinner after work. The food I order is consistently good for the price and there was recently a few updates to make it seem less like a depressing cafeteria at night. …,-1
"Unfortunately the prices have gone up it's $20 almost a plate without even a drink , they only serve half a bread now, small steaks and quality not as good as used and why is it always lukewarm ? when eating inside? also mashed potatoes always cold .  Disappointed with the quality of the food lately .",-1
"Poor customer service plus cold food is a reflection of poor management. Seasonal vegetables included 3 pieces of zucchini and a random, inedible broccoli stalk. Bread was burnt on one side.",0
"Featuring Thai salmon salad currently. Light taste, salmon is juicy and perfectly cooked. The almond blueberry cake was sounding promising, it indeed had a rich almond taste; but tasted too artificial and was dry. As a point of critique, …",-1
"I enjoy the shroomami warm bowl from Sweetgreen. I typically add blackened chicken for additional protein. Today, I was a couple of bites into my bowl when I realized there was absolutely no chicken. Mind you this is during my 30 minute …",-1
"So fresh! I love their food, I have tried a few salads and rice bowls and everything has been delicious. Establishment is well kept and clean. Portions and prices are reasonable.",4
I ordered Harvest Bowl from Uber eats and this is what i got. It’s a kale salad and they forgot to put kale. This is what i got for my time and money.,-1
"Clean and nice place with delicious healthy food options. The prices are reasonable, the staff is friendly and accommodating! Great experience. :)",4
Found a hair in my salad. So disgusting! The staff at this location are always rushing and not very cleanly. They’re also always out of stock in items. Very upset about the hair in my salad today. Won’t be ordering from here again. So GROSS!,-1
I really loved this place at first when they first opened. But as I ate through most of my salad (Mind you I had consistently bought many salads here). I found a lady bug in it. They did apologize and refunded my money. I guess it shows how …,-1
"High-quality options and deliciously paired flavors. Staff was very accommodating, too.",-1
"I’m not complaining on the food! No parking and then after i got the food no utensils and no napkins. It’s a pickup order, everything should be ready! Bad management",0
Really enjoyed my summer salad with elote and all the greens you could want. It's a bit pricey but in the middle of downtown and with the quality you get I didn't feel it was an issue. …,-1
(I'm posting this about 4 months after the fact but...) I went here in between biz meetings and Rich (I still remember his name -- THAT'S how awesome he is!) was working the line each time I went. He was super friendly and the salads were amazing. The rest of the staff was very attentive too and the place was clean. Loved it!,4
I eat healthy and I was really excited when we got a new restaurant and to the neighborhood. But that excitement quickly faded after looking at the menu and the prices are outrageous! For a basic iceberg salad you're gonna pay between …,-1
This is the third or fourth time we have ordered from this particular Sweetgreen and every time they have messed up our order. Ordered and paid for chicken on a salad but didn’t come on the salad. No number to call where anyone answers. No …,1
Oh my GOODNESS this food is AMAZING. I have no complaints! I ordered the miso bowl…. So BOMB. I added the portobello mushrooms 😩👌🏽 I cannot rave enough. It’s too good. …,-1
I absolutely love this chain. The salads are amazing!! This specific location had a slight problem with the trash over-flowing but they seemed to be very busy and an employee came to clean it up as we left.,-1
My chicken pesto bowl had a long HAIR in it. Nothing like taking a big bite of spinach with a side of follicle. Avoiding this location at all costs.,-1
The food is delicious but the wait is unreasonable.  They have 8 people working at the restaurant but only one person making salads for people in line.  That same person is also checking everyone out. This place needs to better allocate staff.,0
The best staff I have met anywhere in any branch <3 the way they do business and the customer service and the cleanliness. Highly recommended and what a team you got !! They deserve a tip jar or a raise or something to reflect the love they put in.,5
"I ordered with Uber today, and the order wasn't properly packaged. Both bowl lids were loose, and the food was exposed. This has happened twice in a row, and it's extremely disappointing. I ordered my usual bowl but received only a third of the portion. It's terrible. I will cancel my Sweetgreen membership and won't renew it.",-1
"Their salads are delicious! My friend had the hot bowl and I had the chicken pesto, they were both insanely tasty. I even put it in the fridge to finish later and it held wonderfully. The people there were helpful in making sure I got what I wanted. Oh yeah, get the rosemary focaccia bread, it's amazing!",-1
Aubriana helped me today and literally so amazing cannot express how sweet and helpful she was. She totally made my day! Who woulda thought a visit sweetgreen would’ve been so dear🩷🥹 …,-1
Food is okay. They weigh your food so make sure you choose the best tasting ones. Also this way you get taste as many as you can in small amounts.,-1
"The food was okay not the best. They sell the food by the oz.

--Wilddizy",-1
Food is fresh !,-1
Not bad!,-1
"stop by here whenever I'm at the fashion district. this place has been here for so many years and their sandwiches and coffee, juice has always been reliably good. my favorite is their tuna sandwich and fresh apple juice. very fresh tasting coffee too-",-1
Sandwiches are good. The Korean owner is very friendly. There is plenty of outdoor seating.  The cafe itself is small. It is located directly in front of the escalators on the 2nd floor.,4
Most refreshing spot downtown for sure,-1
Great Smothies!!,-1
🤤🤤🤤 So delicious 🥗 …,-1
Amaazing food! The whole experience from start to finish is great. The food was fresh and tasty. Prices are fair for the great portion sizes.,-1
Driving from Anaheim back to San Francisco and I we had to eat something me and the family.. we found this gem. A hospitable young owner with delicious food.. Iranian grills like they should be.. the tawouk thighs is amazing.. the kids …,-1
"Clean, delicious and welcoming, 3 words that describe this awesome restaurant.
The owner was very friendly, he welcomed us with a smile and an awesome service. The food is sooo delicious, if you're into grilled, healthy food, then this is …",5
Just saw this pop up so I decided to check it out and it’s definitely a solid Mediterranean restaurant to go to. …,-1
"Really really wanted to love the food, but it was just ok.

I bought the falafel plate, was not in the mood for meat and I love falafel so I …",-1
"If you're looking for a great place to grab a bite, I highly recommend trying the restaurant I visited yesterday. The food was absolutely delicious, and you could tell it was prepared with fresh ingredients. What's more, the service was top-notch, and the location was clean and inviting. I can't wait to go back!",5
"Food was super bomb, I'm not a rice person but I basically finished all the rice in my meal. I got the Fillet Mignon entree. Ugh the meat reminded me of home cooked carne asada. The meat was very well marinated and cooked, every bite was amazing. There were no tough pieces to chew on at all. Very comforting to eat.",-1
Great restaurant.  I came to try this.mediterranean restaurant and the food is delicious I ordered the chicken skewer with rice and wow the chicken is so tender you don't even need a knife to cut it. Definitely an A+,-1
What a surprise. Dumpy looking place. We stopped there because of the favorable Google ratings. We were not disappointed with the lamb shiskabob.,-1
"Love the hours! Everything was amazing, the boneless chicken breast was super juicy. I can't wait to try the whole menu, definitely recommending this spot it's a hidden gem!💎 …",-1
"Nice wings and Mac n Cheese. Somebody wrote in reviews here about the Mac, that it's just seasoned with salt and pepper only. I disagree, maybe they've changed the recipe since then. You get a full flavor. The wingz are very good. Chic …",-1
This was my first and last time trying this Vegan Soul Food place?! I paid over $36 dollars for a small amount of food and it was decent but just not enough for me?! And the owner did bring me my food but it still was okay…..I ordered the …,-1
So I opted for the 3 wing 3 side combo dinner. I’ll go in order to what sides I had and how I liked them. …,-1
"I’ve ordered from here a couple of times and the food is epic! From their super soft and chewy chocolate cookies that transported me back to my mom’s kitchen to the best vegan gooiest Mac and cheese I’ve ever had, I have yet to experience a bad side, main or dessert. Highly highly recommend trying this delectable home style restaurant!",-1
"These people can tell the future, y’all. They knew that I would come back after handing over a bag of take out. This place is pure sorcery. It. Is. So. Good. Everything is a favorite. For real. I would have posted photos but no one is thinking about documenting during a delicious bite. So happy they are on the east side. 🫶🏻 …",-1
"The wings really look like chicken, nice and crispy. Maya is very nice and helpful, will definitely make another trip from the bay . It is take out or delivery only , keep that in mind .",-1
The food was alright but the fish and the Mac is the best items on there other stuff is okay tbh. But over all it was okay 👍 …,-1
They’re closed down. Don’t come here. Didn’t get to try their food.,-1
Omg. I was in shock. My life changed. Get the wings!,-1
Honestly the best vegan soulfood I’ve had!!,-1
"This review is a journey. Please join me.

I was down. …",-1
"Even for non vegans highly recommendable! Most probably one of the best vegan restaurants / cafés I’ve been coming across so far. For LA it definitely sets the new standard high - which is wild, fabulous just amazingly tasty. …",-1
"I had the ""chicken"" and waffle plate. I'm not vegan, but the ""chicken"" (mushroom) was tasty and  crunchy; I was pleasantly surprised. The staff was very patient and understanding with us and were able to accommodate our group, which …",-1
"Wow! I am not an LA resident but this cafe alone makes me want to move here.
My friend and I eat vegan and gluten free and we were so happy with all of the options and could barely decide what to get. …",-1
"Great place. Avocado toast 100% amazing.
Asian salad.. GROSS.
If you get it make sure they take out the seaweed.",-1
"Awesome restaurant!! It was truly amazing, had a wonderful experience. The food was all really good, my favorite were the nachos! Drinks were flowing, I loved the Chilean orange wine Jamon Jamon! All the staff that took care of us were very …",-1
"It was a great experience. I am Spectacular, Eclectic, Opulent, Enthusiastic, and many other things but those are the ones I remember the most and recommend. The cafe has a great atmosphere and a very open look. My friends and I were …",4
Good vibe. Loved their take on how they name their dishes. Food was delicious.,-1
"This was one of the best places we ate at in LA ! Absolutely LOVED it. Food was 10/10, vibe and service was also excellent, and wasn't crazy expensive either. Highly recommend the crunch wrap and Cesar salad.",5
"Their fried oyster mushrooms are so delicious  (they come with the GF waffle). Their ""I am pure"" salad is fantastic and even got the thumbs up  from my partner, who's not as big a salad fan. The GF pancakes are hearty and not too sweet - …",-1
"The food is out of this world!! Yum!!  so delicious!! Healthy high vibe food.
I loved the pasta & the burger. The nachos are tasty and everything is tantalizing here. I wish they would use maple instead of honey though. I don't buy the …",-1
"Restaurant vegan avec un choix multiple. Serveuse sympathique et à l’écoute pour donner des conseils.
Le service est rapide. Les plats sont atypique et bon. Le seul bémol pour moi …",-1
"Amazing food. Living, flavourful, delicious. I had their raw bagel, which I thought will be too dry, more like a cracker but it was actually a nicely soft texture. I feel great after such food pumped with nutrients. They add sea moss to the …",-1
Hands down the best organic plant based vegan food in LA and you will be shocked when you taste how good it is because it is all raw! Everything is made in house! The ambiance is super chill and has plenty of seating with a really cool …,5
"Had their GF tuna burrito with coconut egg. It was delicious and very flavorful. The quinoa wrap was a bit chewy. With the kale inside, it’s pretty hard to bite 😅 …",-1
"Raw vegan restaurant in downtown LA. Casual, order at the counter spot. Ordered the nachos which were yummy and very filling. Also serve desserts and juices. I love raw food though it may be a bit foreign to some people 🌱 staff was friendly and helpful …",-1
"Um, YUM! I had the enchiladas… which were deceptively filling. The nut meat on the inside made it so hearty and rich. I was too full to finish! The only down side is that they were kinda spicy. It comes with a side of quinoa, which was …",-1
"If you don't mind splurging a little, then this is the spot. $20.00 will get you almost nothing here. However, they often kill it with the customer service and music playlist. A great atmosphere to do computer work, writing, or a date.",3
"Whoa. So incredibly good! I had the Atzlan bowl which was exuberantly flavorful and satisfying. Very generous portion size as well. I enjoyed a refreshing juice A Tribe Called Red, and for dessert I couldn’t resist some delicious raw ice cream. The staff provided great, friendly service. I highly recommend!",-1
Absolutely loved this place and I’m not vegetarian or vegan but love trying new places. …,-1
"The Husband and I went here at the recommendation of two friends who live locally, and it did not disappoint. The vibe of the place was great and one of the most comfortable places we've visited since being in LA. …",4
At a glance this place seems okay but the food is just to die for…literally. I got the pancake combo and they were the yummiest pancakes I’ve ever had in my life! The turkey sausage was delicious too. My partner had the supreme croissant …,-1
"When we first entered we were surprised that everything was kosher which is very nice. We were welcomed by very nice staff and got free water. We ordered the Nachos as a starter, the  Nachos were very good, especially the guacamole. We …",-1
"Peacefood always hits. I'm not vegan but I keep coming back. Normally I'd go for the chick'n and waffles (I can't get enough), but I branched …",-1
"Unique take on vegan food. They have unique items in their menu. We tried the Lasagna, vegan burger and the macho nachos. All of them were good. The staff was very friendly as well. Would come again to try out the remaining items in the menu.",-1
"Great restaurant, a little bit on a fancier side but the atmosphere was very friendly, we felt taken care of, we were asked if we enjoyed the meals, they informed us about today’s special offer etc. Food was great, with a homey feeling! …",-1
My new plant based go to spot in the city. Although I went to the location and couldn’t find it. The owner was helpful in giving me directions. I didn’t have time so I went back to the office and ordered take out. The food was worth the wait! I will definitely be adding this spot to my favorites.,3
"You won’t be able to find this restaurant if you’re looking for it at the address, because it’s a ghost restaurant (pickup/delivery only) but please don’t give up!!! I almost gave up even though I was very curious about it because I …",-1
"The sweet and sour cauliflower lo mein is delicious! It had a nice taste, the cauliflower had great texture, and I would definitely have it again. …",-1
All so delicious! Especially loved the fried cauliflower and oyster mushroom sandwich so crispy and well seasoned!! Will definitely order again!,-1
"Honestly the best vegan food I’ve ever had. And I’ve had A LOT of vegan food in New Orleans, New York City and Los Angeles. It’s so delicious. Made to order, ridiculously fresh. I am addicted to the Crunchwrap. I would order it every night if I could! You won’t be disappointed.",-1
"The sweet and sour cauliflower was amazing, maybe the best cauliflower I’ve ever had. Pick up ordering was really easy and the owner was super nice!",-1
Great guy . Stay open late for me to get the food . When I got the food the sh’t was hot and ready . The food really touch my soul !,-1
"My first time trying this place and it’s so good !! The prices are also so low for the quantity you receive ! Super quick if you’re picking up.
Please note : it’s not a dine-in restaurant",5
"Absolutely delicious food. So glad I found it recommended on Google. My friend and I got the cauliflower with lomein, empanadas and the crunch wrap. Recommend it all …",-1
The chicken sandwich & sweet chili fried rice were so good & owners were so nice 🩷 keep it going!! …,-1
"I'm not very fancy, and assumed this would be a couple overpriced vegetables. But I actually had some great pancakes, a delicious slice of cake, a bold latte, and even my wife's toast packed a flavorful punch. You do have to order two or …",-1
"I’ve been twice and it’s been a 10/10 both times! The food is amazing, definitely try the cauliflower and the dosa, those were the stand outs for me! The espresso martini was also pretty good. We went for our anniversary but did not get …",-1
"It's always a great sign when you leave vowing to recreate elements of the dishes you enjoyed. This is a fantastic restaurant, and leave off the vegetarian, because the protein isn't missed. …",-1
"How do I start?
Food - excellent …",-1
"The food was nice here. I had the lettuce bites, charred mushrooms, whole roasted cauliflower, corn dumplings, and the pistachio mochi. Everything was flavorful. Portion wise, you would probably have to order 2 to 3 things per person. All …",-1
The food was delicious! We opted to not go for the chefs menu and instead choose a couple of starters and one main course. The avocado salad was refreshing and with a little bit of a lemon kick and the cauliflower tasted delicious! …,-1
"Went as a table of 4 and was thoroughly impressed. I didn’t know much about this restaurant prior to arriving, but found everything to be of a high standard and amazing food! Each dish surprised on the flavours, with everything we went for …",-1
Proof that vegan food doesn’t need meat to impress—or bankrupt. One might expect a discount given the absence of premium flesh ingredients but you pay for the extra effort needed to replace the robust flavors of animal fat. Presumably you …,-1
We recently dined at abcV and had an amazing experience. The restaurant's commitment to serving and inspiring a cultural shift towards plant-based intelligence is evident in the delicious and inventive dishes they offer. …,-1
I love it here so much! I am gluten sensitive and my father is vegetarian and the both of us could eat nearly everything on the menu. The almond flour pancakes were spectacular. And we both loved the avocado lettuce wraps. The shakes are …,-1
"What a fun and delicious brunch! Hayley was such an attentive, informative, and nice server. Food was delicious! We will be back.",-1
I must say I went last nite and the vibe was so great with the bartenders specially Jackson he killed it at being the best bartender. Thank you for making us laugh and having such a great attitude at the work place. We most definitely be back! Thank you ☺️,-1
"Did Sunday funday, great music with big tvs for the games. Bre was our server and had a friendly, bubblie personality. The Buf Chik sandwich was really good also.",5
"I did not go past the hostess, because her attitude was not inviting. I travel from Kansas, and I ask want type of food they served there. She replied we serve a lot of food. I went next door to the Mexican restaurant on the corner, and …",-1
"We came for lunch and to watch football, but was pleasantly surprised by how good the cocktails and food were! The buff chicken sandwich & pretzels were amazing. And Hayley our server was so sweet! Highly recommend!!!",-1
First time in Orlando first place I walked into! Unbelievable #1 they had ruffino wine this is not a place I would think had a good wine and happy hour $6 a glass that's a fantastic deal ! I also had a snack I chose the tenders ok I'm not a …,-1
"Great service from Clare! She was super friendly and very attentive. The bartender, Evan made me a special chai tea martini, so good!! Will definitely be back.",-1
It’s worth the hype. The bar is spectacular & I hey make sure you have a good time. Make sure to ask for Chandler & Jordan !! Thank you guys!! Beta bar in Orlando 🔥💯 …,4
This place is amazing!!! I miss sideshow but these people are so awesome! Only $6 whiskey and both the manager and staff are fantastic. A unique experience. $6 beer canned. They are very accommodating! Much luv to all the staff. They …,-1
"Loved the night out there. Good price and decent location. Every Thursday, they bring out a wheel where you can get something off.  One of the bartenders was overwhelmed with work, and sometimes, it took like 20 minutes to get a drink and forgot to do the 50% off when the wheel landed on that.",3
"My favorite place to eat, is whenever I'm in a bad mood I always order from here and my mood is brightened. The staff is very friendly and the food is excellent.",-1
Friendly and prompt service. Was able to get breakfast sandwiche quickly and it was tasty.,-1
"Fruit was not fresh made me sick, after eating it. Had to call out of work..",-1
"They went above and beyond on our catering order for an offsite event in Orlando. Vanessa, Elif were so welcoming, patient, nice, knowledgeable and set up our food beautifully. Everything was delicious too! Would give more than 5 stars if possible.",-1
Delicious sandwiches and smoothies in a clean café setting makes every visit a great experience.,-1
"Today I was trying to get an early breakfast, they are supposed to open at 7:30 AM, but in the last two occasions they haven't been ready. …",1
This hidden gem was quite a surprise to me when I first came upon it. Clean kitchen and delicious food made to order hot and affordable. Coffee was fresh and hot and the service was friendly and attentive. I will definitely recommend this place to my friends and be returning myself frequently.,-1
"I have worked across the street and visited for over 7 years now and since the management, things are not the same. They never have fresh leaf salads anymore, only pasta and raw bro-clii or fruit  and last time I went I was turned off. …",-1
Delicious breakfast quesadilla! Clean and friendly service for a reasonable price.,-1
"Loved the food, a bit tricky to find but the guy who answer the phone made went out of his way to help me get here! Thank you so much!",-1
"Absolutely THE BEST wings we have ever had.  They were seasoned well, cooked perfectly, and had a perfect amount of sauce.   The fires were tasty and well cooked.  The service was quick and friendly.  I honestly cannot believe how good the wings were.  Seriously. Try the wings.",-1
The restaurant wasn't busy. The server forgot things too frequently. My burger was not cooked the way I wanted. Got charged for a side of sauce even with the terrible service. Only good thing was the atmosphere. Would only come back for a beer and the game.,3
"Friendly welcoming staff upon walking into the restaurant. I sat outside on their relaxing terrace area. The food was delicious, I had the brunch menu which was a good price. I had the avocado on toast with eggs which was very nice. My …",5
"8/20/2023

They have a really good burger and it's also a great place for a beer. Our …",-1
"The vibes were good during the Eagles game. We stopped on the way home from walking to Lake Eola after looking at the Christmas lights. I had not been to this Graffiti Junction, yet, but I had seen in the past that it was advertised as the …",-1
The wings at this place are BOMB!! They are a good size. And worth every penny. Homemade Bleu cheese and ranch. Homemade buffalo sauce. Finger licking good. The only issue I have is the fact that I have walked past it a million times and …,-1
